1647000710263,70,109,132,164,125,78,101,242,305,423,582,702,832,1029,1172,1249,1223,938,955,502,218,758,1257,1300,848,407,630,670,1079,1063,889,718,582,566,226,399,328,179,156,148,93,125,242,376,439,423,439,423,250,156,62,203,125,101,31,85,54,39,85,125,62,78,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,195,171,148,164,234,218,360,550,767,955,1155,1223,1431,1249,791,336,598,832,913,946,1038,1240,1484,1493,1309,1370,1344,1172,1021,566,1266,1619,1795,1610,1656,2055,2144,2510,2382,2403,1996,1538,1088,662,1121,1628,1693,1748,1292,840,1206,1326,872,470,654,646,195,273,328,78,211,258,242,336,376,415,431,415,455,670,832,767,328,15,407,630,791,807,678,622,383,574,758,848,678,718,694,510,470,462,93,336,423,415,281,187,70,156,297,447,590,614,622,486,447,439,258,148,101,85,289,470,502,486,266,117,203,376,630,606,470,598,807,848,654,622,266,250,526,622,662,590,1013,1601,2700,3554,3982,3844,3390,2945,2489,2035,1574,1121,1476,1674,1318,1795,2424,2489,2532,2074,1619,1665,1683,1232,889,783,336,391,606,1130,1674,2045,2195,2215,1804,1842,1547,1638,1223,996,1198,1249,1063,606,1318,1628,1870,1638,1181,856,1423,1493,1138,686,455,455,109,582,783,542,1038,1647,1795,1484,1257,1164,1353,1361,1189,913,726,807,470,344,566,598,526,250,85,187,289,383,510,574,832,1155,1309,1300,1172,718,439,718,946,1096,856,494,550,518,273,614,799,823,799,494,614,622,447,344,85,320,654,905,881,638,646,686,832,1029,1046,864,470,179,606,1206,1538,1996,2124,2435,2371,2424,2074,1795,2225,2035,1583,1130,686,662,971,1189,1665,1976,2045,1647,1638,1449,1379,922,582,1054,1223,1038
1647000710425,62,109,140,164,125,125,140,258,320,447,598,686,815,1054,1155,1215,1249,946,963,510,226,783,1266,1079,622,344,510,622,1004,1071,872,702,767,638,250,360,281,336,148,195,132,78,234,352,399,423,455,439,273,250,171,234,125,101,7,101,78,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,218,148,70,218,550,1021,1909,2435,3284,3390,2945,2489,2035,1574,1583,1967,1957,1889,1431,1309,1431,1476,1757,1748,1674,1223,823,783,328,864,1757,1861,1683,1538,1079,1088,1318,1601,1851,1976,2035,1957,1842,1529,1656,1683,1275,832,718,558,702,694,775,1021,1223,1361,1423,1449,996,542,179,320,686,1038,1054,606,360,614,614,455,297,15,502,864,1088,1292,1619,1638,1283,832,486,807,710,775,376,187,7,125,273,328,258,148,203,234,211,289,313,93,226,328,203,242,289,399,415,234,242,234,266,132,15,195,211,234,242,273,266,109,78,344,352,109,946,1729,2236,2114,1656,1266,2287,3310,4905,4770,4323,3859,3404,2957,2499,2045,1592,2064,2256,2074,1619,1729,2074,2124,2267,2195,1748,1292,1711,1702,1249,1292,1361,1172,1021,622,889,1266,1520,1529,1079,622,289,258,117,455,1502,2478,2666,2803,2621,2688,2445,1996,1538,1088,686,1619,2064,2318,2134,1967,1511,1054,1215,1318,1189,734,281,297,767,955,710,694,758,823,848,606,266,1240,1785,1851,1832,1493,1038,598,226,383,775,1088,1071,734,542,694,686,614,297,313,328,542,832,1063,988,558,566,832,1079,1013,897,558,164,368,694,1096,1335,1396,1155,742,742,742,946,1063,1318,1529,1440,1520,1164,1105,1275,1467,1484,1361,905,622,1105,1088,686,1257,1565,1702,1899,2124,1928,1529,1130,1283,1283,1215,758,534,590,368,566,606,1079,1574,1842,1957,1720,1266
1647000710495,70,109,140,164,85,85,117,250,305,431,590,686,815,1054,1147,1223,1249,955,946,494,211,742,1164,1138,686,407,566,638,897,988,922,590,758,630,195,344,391,399,187,164,93,54,234,360,431,447,478,462,234,164,187,242,156,117,23,101,70,54,93,132,70,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,344,344,195,203,281,101,266,758,1309,1414,1054,606,872,1105,1113,1440,1748,1861,1619,1164,710,368,840,1379,1583,1458,1004,1138,1776,1702,1785,1592,1223,1181,1292,1292,938,946,1414,1467,1063,1021,1223,979,638,963,1275,1739,1947,1823,1379,1181,955,502,266,415,710,1121,1353,1414,1046,686,455,502,718,775,590,606,407,297,431,598,614,462,550,590,574,590,686,758,742,305,7,352,622,726,734,758,590,702,478,423,494,383,266,383,622,807,881,930,767,670,550,470,534,582,694,783,646,678,226,218,258,78,179,360,431,462,550,638,710,638,848,1215,1574,1785,2035,1851,1861,2084,2478,3654,3859,3982,3625,3181,3194,3117,2666,2205,1757,1300,1565,2074,2318,2392,1976,1520,1071,614,273,646,913,963,955,558,670,654,368,946,1155,1088,630,881,1038,799,832,1647,1711,1529,1361,996,955,542,558,930,1502,1870,1861,1520,1063,606,328,1155,1583,1757,1814,1353,905,1275,2074,2445,2308,1861,1405,1476,1405,955,494,767,913,963,872,1038,1189,1232,1309,1484,1423,1423,1071,881,654,368,1088,1181,734,447,1096,1130,832,1206,1693,1823,1693,1240,783,391,881,1046,856,872,646,881,1079,1172,897,439,140,297,439,646,622,336,226,70,266,518,646,864,1387,2084,2576,3018,3350,3055,2609,2154,1693,2225,2510,3168,3297,3018,2994,2576,2185,1729,1556,1647,1476,1344,889,979,1232,1300,946,979,526,1138,1619,1795,1344
1647000710570,62,117,140,171,125,125,140,258,320,447,598,694,823,1063,1172,1232,1257,955,963,510,226,791,1275,1088,638,352,550,670,979,1054,979,654,767,638,242,376,305,360,179,203,70,54,195,352,423,439,447,455,242,171,179,242,140,109,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,226,148,195,218,211,101,117,211,344,638,775,799,447,101,218,31,273,407,226,31,407,447,614,670,783,1130,1138,840,1300,1889,1986,1574,1121,670,399,266,431,486,305,407,848,1164,1300,1547,1476,1021,566,694,905,1013,1105,1240,1300,1232,1121,799,344,399,1130,1947,2185,2308,1957,1502,1335,1096,1096,1232,1215,1038,1215,1309,1387,1529,1574,1431,1693,1674,1318,1283,823,376,46,574,1013,1361,1370,1181,905,823,550,383,344,376,117,187,391,686,889,946,823,799,439,407,171,93,164,195,407,638,840,946,710,590,289,289,470,510,526,376,622,946,1063,1275,1038,582,297,638,1063,1440,1493,1079,630,750,1029,1292,2025,2435,2757,3092,3080,2677,2225,1776,1318,1038,1502,1785,1601,1155,702,1054,2267,2850,3404,3155,2700,2246,1795,1344,889,913,955,872,1449,2025,2298,1996,1538,1088,1702,2144,2350,2815,3232,3471,3998,3697,3245,2791,2339,2298,3117,3800,3554,3105,2654,2195,1739,1292,832,439,614,1013,1449,1832,1928,1861,1405,955,502,832,1423,1899,1767,1647,1189,1181,1249,1283,1458,1823,2215,2318,2298,1957,1674,1529,1071,1181,996,913,455,423,352,415,930,1198,1467,1511,1556,1628,1556,1529,1344,1215,1249,1079,955,1038,963,848,848,439,470,988,1449,1665,1683,1520,1353,905,447,518,1511,2445,2921,2734,2277,1823,1370,1361,955,502,832,1029,955,494,767,1249,1370,1414,1004,775,1105,1113,1113,1079,856,1335,1957,2045,1638,1181,742
1647000710705,54,109,140,164,148,179,195,281,376,478,606,694,832,1071,1181,1257,1240,955,913,462,179,791,1318,1138,686,399,566,622,922,1038,963,606,783,654,195,344,383,383,203,140,132,39,226,391,455,470,478,470,273,187,203,266,164,148,39,117,93,78,93,125,109,46,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,344,360,203,171,179,101,132,218,203,250,352,606,913,1004,1013,1105,1484,1467,1300,1130,1198,1440,1547,1556,1096,646,1021,1232,1155,702,598,670,694,510,399,368,470,881,1121,1172,930,478,686,791,767,502,574,336,455,550,558,320,510,694,566,558,670,1046,1130,1105,710,368,686,662,320,352,502,582,281,7,242,391,1013,1467,1880,1870,1918,1947,1957,1795,1511,1113,1198,848,840,439,590,670,694,662,1004,1292,1164,1155,742,407,946,988,799,686,289,654,905,1013,832,872,694,407,574,742,856,670,211,856,1283,1638,1396,946,550,897,922,897,881,807,399,470,758,686,305,486,856,938,955,598,702,1130,1493,1370,913,1257,2521,2994,3055,2700,2267,1976,1899,1449,996,710,1275,1947,2621,2543,2094,1638,2005,3181,3499,3377,2921,2467,2005,1556,1538,1257,1147,913,630,510,226,1257,1957,2154,2236,1996,1538,1088,638,646,195,344,415,344,54,336,726,1326,1776,1610,1155,864,718,1292,1619,1804,2035,1795,1344,889,1079,1138,686,399,840,542,614,922,1021,840,670,273,582,510,266,171,750,1240,1414,1476,1405,1063,1054,598,258,320,171,266,470,1232,1880,2015,2055,1880,1767,1674,1223,840,1088,1257,1292,938,486,203,526,767,783,582,742,823,905,963,526,606,630,1257,1851,2287,2308,2074,1665,1976,1842,1387,938,1449,1814,1628,1172,718,415,526,840,1223,1511,1804,1967,1720,1266,815,383,494,1079,1502,1702,1467
1647000710924,62,109,140,164,125,132,148,266,336,455,598,646,807,996,1079,1130,1215,1138,913,694,297,791,1155,971,518,486,550,646,955,988,799,630,742,614,273,423,352,360,164,203,70,31,179,320,376,439,494,478,195,203,93,195,109,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,281,391,566,622,494,376,234,470,534,558,823,1189,1266,963,550,979,1379,1656,1529,1414,1249,1440,1155,1130,1502,1565,1206,758,1683,2609,3068,2885,2424,1976,1529,1189,1130,1702,1899,2094,1899,1440,988,534,140,558,996,1029,1029,622,415,187,702,1511,2205,2424,2521,2164,1711,1257,799,352,758,1130,1223,1326,1414,1172,718,266,542,726,550,439,62,328,328,510,1318,2005,2308,2371,2015,1565,1113,1113,1275,872,455,328,62,171,148,195,258,234,39,266,297,15,376,758,864,922,775,686,758,783,848,662,742,726,542,478,606,686,905,979,856,670,486,376,336,15,439,881,913,502,109,654,799,614,638,281,62,242,447,574,447,171,1198,2134,2609,2885,2478,2246,2215,1957,2175,1729,1851,3130,3998,4391,4306,3859,3404,2945,2499,2045,1592,1138,1405,1484,1986,2598,2757,2339,1938,1574,1665,1484,1029,1538,2371,2413,2478,2236,1785,1335,1326,913,478,1172,1795,1947,1767,1309,856,574,1257,1353,1529,1458,1004,1004,550,383,775,1181,1353,1674,1601,1206,1574,1909,1842,1556,1379,1370,1628,1909,2015,1565,1164,1181,1275,1529,1344,897,1004,832,574,117,305,534,694,718,415,566,654,352,913,1300,1300,1004,1046,1189,889,518,598,148,574,872,574,117,297,407,558,694,558,510,670,848,832,1079,1164,979,807,897,1665,2256,2360,2005,1547,1096,1198,1702,2015,2413,2945,3006,2598,2478,2134,1683,1776,1592,1155,702,840,1155,1610,1967,2005,2015,1767
1647000711114,70,109,132,164,125,23,93,242,313,423,566,646,783,963,1130,1215,1223,913,694,582,297,750,1266,1414,955,502,510,534,1029,1079,889,742,622,590,266,478,281,360,117,164,39,46,187,336,431,478,486,462,234,171,171,226,140,109,23,93,62,70,101,140,70,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,391,574,678,734,566,344,78,148,266,502,758,971,1004,832,1458,1785,1976,1795,1335,897,470,211,376,996,1711,1870,2015,1601,1147,694,922,1353,1493,1665,1423,1739,1767,1414,955,558,550,439,574,758,963,1223,1326,1335,1511,1215,758,478,1240,1628,1842,1938,1638,1601,1309,848,399,526,336,558,979,1138,1121,832,938,526,140,407,494,550,614,423,352,234,352,352,211,203,171,662,1038,1164,988,815,368,70,140,368,431,415,242,164,297,328,54,109,242,250,85,117,195,211,187,258,439,550,526,320,328,305,117,234,455,582,638,455,281,502,726,840,606,203,1013,1257,1318,864,415,70,399,702,1004,1511,1899,2267,2025,1899,1556,1105,1458,1909,3043,3654,4045,3800,3350,2897,2445,1986,1529,1967,3597,3875,3741,3284,2826,2382,1967,1520,1063,606,266,897,1529,1601,1538,1423,1249,1113,1079,1096,905,832,383,913,1674,1967,1842,1379,1181,1096,1113,767,832,963,775,840,938,1266,1547,1832,2015,2277,2677,2921,2734,2277,1823,1370,1029,1909,2064,1823,1370,1138,1440,1021,574,234,1046,1353,1396,1079,1138,726,423,344,171,518,840,988,1088,1198,1275,1147,1038,1079,1189,1405,1628,1870,1928,1748,1583,1130,1198,1189,1113,1088,702,996,1257,1130,1155,1189,1529,1729,1739,1720,1318,864,823,840,996,1096,1361,1638,1565,1113,1353,1996,2144,2195,2015,2256,2074,1619,1164,710,1249,1583,1842,1861,1619,1164,710,542,486,622,646
1647000711371,70,109,140,164,85,93,117,250,305,423,574,622,799,946,1013,840,1096,1029,799,686,638,930,1105,922,462,582,654,502,856,889,815,534,654,526,187,486,297,360,70,140,7,0,0,0,0,0,46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,226,383,646,678,281,39,368,368,447,470,195,297,494,614,1013,1476,1292,840,391,758,1335,1449,1121,662,913,1556,2114,2114,1870,1414,988,767,622,590,1215,1574,1396,938,542,1396,2124,2757,3168,3284,2826,2371,1918,1467,2015,2921,3181,2768,2308,1851,1405,1105,1484,1189,734,922,1414,1511,1583,1232,1318,905,988,1071,913,799,590,742,856,913,1004,979,864,502,815,872,930,534,550,376,431,164,258,328,534,694,775,848,996,979,807,938,1038,905,470,352,258,360,494,630,447,305,742,1029,1240,1440,1257,1266,815,360,470,510,297,391,590,775,646,281,250,62,407,726,889,654,281,171,78,85,328,447,376,376,963,1215,2035,3541,4206,4222,3875,3417,2969,2510,2055,2803,3554,3639,3513,3055,2609,2154,2489,3219,3363,2909,2456,2287,2478,2185,1729,1275,2757,3417,3458,3105,2654,2195,1739,1711,1520,1088,742,694,558,840,897,913,1189,1757,2005,1739,1292,832,662,431,758,1370,1665,1996,2084,1899,1804,1353,1414,1547,1361,963,2015,2094,1851,1396,2621,3363,3668,3206,2757,2298,2360,2543,2298,1842,1387,938,979,2074,2862,3155,3143,2734,2287,1832,1529,2308,2467,2532,2124,1665,1440,1767,1361,905,455,15,93,266,686,1113,1283,1493,1309,856,574,1458,1785,1656,1206,922,1088,1206,905,455,630,462,897,1938,3219,3800,4549,4733,4461,3998,3541,3092,2643,3219,3458,3219,2757,2308,1851,1396,946,494,662,1004,1249,1353,1423,2225,3030,2850,2392
1647000711441,62,117,140,164,125,125,132,266,320,447,582,630,791,971,1029,1071,1172,1096,872,694,297,799,1130,946,494,574,622,670,946,1038,971,678,734,606,266,423,352,376,164,171,101,109,218,352,407,439,470,455,234,156,171,218,117,93,23,109,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,258,368,510,750,1096,1326,1353,1353,996,1054,638,734,368,93,566,1038,1232,1628,2185,2360,2005,1957,1502,1520,1063,726,630,289,630,897,988,758,662,758,913,1556,1842,2045,1976,1520,1071,614,328,622,971,1370,1387,1198,750,518,558,832,1046,1300,1405,1275,815,946,807,550,250,979,1361,1674,1449,1054,662,758,1063,1502,1656,1702,1249,1079,1181,758,439,383,368,281,336,148,31,313,582,791,718,462,638,815,905,718,266,694,1021,1147,742,352,328,542,1013,1370,1647,1353,897,750,897,606,148,582,742,767,352,383,31,234,360,328,305,313,455,654,734,462,399,62,266,360,344,534,1088,1240,889,946,646,638,630,305,415,1054,1720,2246,2175,1720,1266,1767,2134,1899,1440,2371,3219,3875,3697,3245,2791,2329,1880,1423,971,518,955,1909,2677,3055,3105,2688,2236,1785,2164,2350,1996,1547,1257,1592,1957,2277,2897,2874,2543,2757,2565,2114,1656,2175,2392,2403,2045,1592,1138,686,399,1071,1665,2154,2185,2256,1947,1909,1458,1004,550,439,93,447,815,913,783,344,447,922,1172,1232,1046,598,1240,1928,2084,1851,1396,938,486,654,670,423,534,415,913,1458,1556,1189,1198,905,963,718,670,368,250,46,31,195,360,455,510,574,502,266,125,462,750,872,979,791,614,289,415,582,622,211,840,1189,1113,1431,2467,3092,3527,3513,3625,3597,3258,2803,2350,1899,1440,1583,1702,1574,1702,1823,1529,1361,1164,1155,1423,1431,1079,622,897
1647000711504,54,109,140,164,148,179,195,281,376,478,614,662,840,1029,1105,1121,1164,1088,864,662,266,823,1198,1013,566,518,558,670,1029,1181,1105,694,758,462,187,399,328,344,171,171,46,93,203,344,407,439,447,431,242,179,211,218,132,117,23,117,85,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,266,510,775,1004,1147,1079,955,614,297,840,1113,1275,1300,848,930,1370,1610,1628,1172,718,320,881,1414,1899,2074,1947,1776,1638,1181,726,1405,2045,2084,1957,1502,1054,1309,1458,1004,550,758,1300,1729,1814,1795,1344,1054,971,955,606,614,494,590,686,758,399,93,360,455,606,534,195,718,832,702,478,313,510,710,872,686,662,415,526,662,534,470,109,344,431,431,156,171,39,242,502,889,938,534,542,815,922,856,455,502,526,344,336,132,211,70,368,646,694,558,352,710,938,1038,1013,1013,558,328,140,336,550,686,799,881,840,823,478,486,320,368,542,710,913,1063,1130,889,439,566,930,1266,1702,2565,2969,3390,3155,2700,2246,1795,1335,1335,1379,1520,1335,881,2025,3080,3485,3245,2791,2339,1889,1431,1449,2195,3068,3982,3905,3458,3006,2554,2094,1748,2064,1870,1423,963,1138,1665,1711,1414,963,791,558,273,670,1198,1414,1344,889,431,148,622,502,156,750,807,614,447,694,979,1361,1592,1520,1396,1063,889,946,955,582,582,702,758,872,726,930,758,1096,1318,1683,1739,1283,832,662,832,1181,1249,1063,1071,1379,1431,1249,799,996,922,502,439,431,258,734,1189,1440,1511,1387,930,758,566,726,558,368,226,391,718,905,930,955,930,767,313,694,1021,1240,1318,1021,566,132,258,606,963,979,526,897,1198,1804,2134,2215,1976,1520,1520,1538,1130,678,1440,2124,2298,1938,1484,1029,913
