latitude,longtitude,depth,temperature,time
,,4.55,4.4,1.64208E+12
,,4.56,4.4,1.64208E+12
,,4.59,4.4,1.64208E+12
,,4.57,4.4,1.64208E+12
,,4.55,4.4,1.64208E+12
59.21842,10.91704,4.55,,1.64208E+12
,,4.54,4.2,1.64208E+12
,,4.57,4.2,1.64208E+12
,,4.58,4.2,1.64208E+12
,,4.58,4.2,1.64208E+12
,,4.6,4.2,1.64208E+12
,,4.59,4.2,1.64208E+12
,,4.61,4.2,1.64208E+12
,,4.64,4.2,1.64208E+12
59.21842,10.91704167,4.64,,1.64208E+12
,,4.69,4.2,1.64208E+12
,,4.67,4.2,1.64208E+12
,,4.68,4.2,1.64208E+12
,,4.69,4.2,1.64208E+12
,,4.69,4.2,1.64208E+12
,,4.69,4.2,1.64208E+12
,,4.63,4.2,1.64208E+12
,,4.63,4.2,1.64208E+12
,,4.63,4.2,1.64208E+12
,,4.65,4.2,1.64208E+12
59.218415,10.917035,4.65,,1.64208E+12
,,4.64,4.2,1.64208E+12
,,4.62,4.2,1.64208E+12
,,4.55,4.2,1.64208E+12
,,4.53,4.2,1.64208E+12
,,4.5,4.2,1.64208E+12
,,4.5,4.2,1.64208E+12
,,4.5,4.2,1.64208E+12
,,4.49,4.2,1.64208E+12
,,4.54,4.2,1.64208E+12
,,4.56,4.2,1.64208E+12
,,4.59,4.2,1.64208E+12
59.21841167,10.91703333,4.59,,1.64208E+12
,,4.59,4.2,1.64208E+12
,,4.59,4.2,1.64208E+12
,,4.61,4.2,1.64208E+12
,,4.66,4.2,1.64208E+12
,,4.69,4.2,1.64208E+12
,,4.69,4.2,1.64208E+12
,,4.7,4.2,1.64208E+12
59.21840833,10.91703,4.7,,1.64208E+12
,,4.71,4.2,1.64208E+12
,,4.72,4.2,1.64208E+12
,,4.69,4.2,1.64208E+12
,,4.66,4.2,1.64208E+12
,,4.59,4.2,1.64208E+12
59.2184,10.91703667,4.59,,1.64208E+12
,,4.57,4.2,1.64208E+12
,,4.55,4.2,1.64208E+12
,,4.54,4.2,1.64208E+12
,,4.51,4.2,1.64208E+12
,,4.48,4.2,1.64208E+12
,,4.48,4.2,1.64208E+12
,,4.46,4.2,1.64208E+12
,,4.45,4.2,1.64208E+12
,,4.45,4.2,1.64208E+12
,,4.48,4.2,1.64208E+12
,,4.49,4.2,1.64208E+12
,,4.52,4.2,1.64208E+12
,,4.53,4.2,1.64208E+12
,,4.53,4.2,1.64208E+12
,,4.54,4.2,1.64208E+12
59.21839,10.917045,4.54,,1.64208E+12
,,4.55,4.2,1.64208E+12
,,4.56,4.2,1.64208E+12
,,4.57,4.2,1.64208E+12
,,4.56,4.2,1.64208E+12
,,4.55,4.2,1.64208E+12
,,4.54,4.2,1.64208E+12
,,4.54,4.2,1.64208E+12
,,4.54,4.2,1.64208E+12
,,4.53,4.2,1.64208E+12
,,4.52,4.2,1.64208E+12
,,4.52,4.2,1.64208E+12
,,4.51,4.2,1.64208E+12
,,4.51,4.2,1.64208E+12
59.218385,10.91704667,4.51,,1.64208E+12
,,4.5,4.2,1.64208E+12
,,4.5,4.2,1.64208E+12
,,4.5,4.2,1.64208E+12
,,4.51,4.2,1.64208E+12
,,4.51,4.2,1.64208E+12
,,4.51,4.2,1.64208E+12
,,4.51,4.2,1.64208E+12
,,4.51,4.2,1.64208E+12
,,4.52,4.2,1.64208E+12
,,4.52,4.2,1.64208E+12
