latitude,longtitude,depth,temperature,time
,,4.56,4.4,1642080574721
,,4.59,4.4,1642080574791
,,4.57,4.4,1642080574866
,,4.55,4.4,1642080574932
59.21842,10.917040000000002,4.55,,1642080574932
,,4.54,4.2,1642080575006
,,4.57,4.2,1642080575077
,,4.58,4.2,1642080575144
,,4.58,4.2,1642080575637
,,4.6,4.2,1642080575702
,,4.59,4.2,1642080575770
,,4.61,4.2,1642080575846
,,4.64,4.2,1642080575913
59.21842,10.917041666666668,4.64,,1642080575913
,,4.69,4.2,1642080575984
,,4.67,4.2,1642080576055
,,4.68,4.2,1642080576121
,,4.69,4.2,1642080576203
,,4.69,4.2,1642080576266
,,4.69,4.2,1642080576340
,,4.63,4.2,1642080576686
,,4.63,4.2,1642080576754
,,4.63,4.2,1642080576825
,,4.65,4.2,1642080576897
59.21841500000001,10.917034999999998,4.65,,1642080576897
,,4.64,4.2,1642080576964
,,4.62,4.2,1642080577035
,,4.55,4.2,1642080577106
,,4.53,4.2,1642080577173
,,4.5,4.2,1642080577540
,,4.5,4.2,1642080577594
,,4.5,4.2,1642080577695
,,4.49,4.2,1642080577732
,,4.54,4.2,1642080577800
,,4.56,4.2,1642080577873
,,4.59,4.2,1642080577949
59.21841166666666,10.917033333333332,4.59,,1642080577949
,,4.59,4.2,1642080578013
,,4.59,4.2,1642080578506
,,4.61,4.2,1642080578590
,,4.66,4.2,1642080578649
,,4.69,4.2,1642080578785
,,4.69,4.2,1642080578886
,,4.7,4.2,1642080578925
59.218408333333336,10.91703,4.7,,1642080578925
,,4.71,4.2,1642080579640
,,4.72,4.2,1642080579691
,,4.69,4.2,1642080579788
,,4.66,4.2,1642080579832
,,4.59,4.2,1642080579945
59.2184,10.917036666666668,4.59,,1642080579945
,,4.57,4.2,1642080579971
,,4.55,4.2,1642080580042
,,4.54,4.2,1642080580114
,,4.51,4.2,1642080580186
,,4.48,4.2,1642080580253
,,4.48,4.2,1642080580326
,,4.46,4.2,1642080580394
,,4.45,4.2,1642080580466
,,4.45,4.2,1642080580535
,,4.48,4.2,1642080580603
,,4.49,4.2,1642080580687
,,4.52,4.2,1642080580745
,,4.53,4.2,1642080580836
,,4.53,4.2,1642080580883
,,4.54,4.2,1642080580988
59.21839,10.917045,4.54,,1642080580988
,,4.55,4.2,1642080581022
,,4.56,4.2,1642080581092
,,4.57,4.2,1642080581165
,,4.56,4.2,1642080581232
,,4.55,4.2,1642080581375
,,4.54,4.2,1642080581444
,,4.54,4.2,1642080581512
,,4.54,4.2,1642080581611
,,4.53,4.2,1642080581654
,,4.52,4.2,1642080581737
,,4.52,4.2,1642080581791
,,4.51,4.2,1642080581885
,,4.51,4.2,1642080581935
59.218385000000005,10.917046666666666,4.51,,1642080581935
,,4.5,4.2,1642080582038
,,4.5,4.2,1642080582072
,,4.5,4.2,1642080582146
,,4.51,4.2,1642080582211
,,4.51,4.2,1642080582282
,,4.51,4.2,1642080582352
,,4.51,4.2,1642080582633
,,4.51,4.2,1642080582703
,,4.52,4.2,1642080582787
,,4.52,4.2,1642080582845
,,4.52,4.2,1642080582940
59.218381666666666,10.917049999999998,4.52,,1642080582940
,,4.53,4.2,1642080582983
,,4.53,4.2,1642080583335
,,4.52,4.2,1642080583402
,,4.52,4.2,1642080583475
,,4.52,4.2,1642080583547
,,4.52,4.2,1642080583612
,,4.52,4.2,1642080583682
,,4.52,4.2,1642080583752
,,4.53,4.2,1642080583831
,,4.54,4.2,1642080583894
59.21837833333334,10.917053333333335,4.54,,1642080583894
,,4.54,4.0,1642080583984
,,4.54,4.0,1642080584033
,,4.53,4.0,1642080584453
,,4.55,4.0,1642080584574
